#SampleID	d__Bacteria;p__Firmicutes	d__Bacteria;p__Actinobacteriota	d__Bacteria;p__Planctomycetota	d__Bacteria;p__Armatimonadota	d__Bacteria;p__Gemmatimonadota	d__Bacteria;p__Acidobacteriota	d__Bacteria;p__Proteobacteria	d__Bacteria;p__Myxococcota	d__Bacteria;p__Bdellovibrionota	d__Bacteria;p__Chloroflexi	d__Bacteria;p__Bacteroidota	d__Bacteria;p__Verrucomicrobiota	d__Bacteria;p__Patescibacteria	d__Bacteria;p__Desulfobacterota	d__Bacteria;p__Spirochaetota	d__Bacteria;p__WS4	d__Bacteria;p__Cyanobacteria	d__Bacteria;p__Fibrobacterota	d__Bacteria;p__Hydrogenedentes	d__Bacteria;p__Methylomirabilota	d__Bacteria;p__Elusimicrobiota	d__Bacteria;p__Latescibacterota	d__Bacteria;p__Nitrospirota	d__Bacteria;p__FCPU426	d__Bacteria;p__SAR324_clade(Marine_group_B)	d__Bacteria;p__Abditibacteriota	d__Bacteria;p__Sumerlaeota	d__Bacteria;p__Zixibacteria	d__Bacteria;p__Margulisbacteria	d__Bacteria;p__Entotheonellaeota	d__Bacteria;p__Cloacimonadota	d__Bacteria;p__Deferrisomatota	d__Bacteria;p__LCP-89	d__Bacteria;p__WPS-2	d__Bacteria;p__Campylobacterota	d__Bacteria;p__MBNT15	d__Bacteria;p__GAL15	d__Bacteria;p__WOR-1	d__Bacteria;p__WS2	d__Bacteria;p__Deinococcota	d__Bacteria;p__NB1-j	d__Bacteria;p__Dependentiae	d__Bacteria;p__CK-2C2-2	d__Bacteria;p__TX1A-33	d__Bacteria;p__WS1	d__Bacteria;p__Modulibacteria	d__Bacteria;p__DTB120	d__Bacteria;p__Sva0485
SRR9612478	257.0	1058.0	1551.0	144.0	2596.0	6132.0	4552.0	2165.0	24.0	1794.0	575.0	837.0	55.0	660.0	4.0	46.0	31.0	25.0	28.0	359.0	13.0	292.0	193.0	0.0	0.0	0.0	24.0	5.0	0.0	0.0	6.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612479	99.0	5241.0	618.0	45.0	3517.0	1308.0	1922.0	524.0	3.0	1623.0	311.0	182.0	0.0	11.0	5.0	0.0	51.0	10.0	10.0	38.0	0.0	41.0	7.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612480	288.0	2292.0	187.0	4.0	35.0	349.0	6691.0	11250.0	23.0	2648.0	858.0	176.0	19.0	767.0	38.0	0.0	7.0	501.0	0.0	0.0	163.0	8.0	12.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612481	106.0	1982.0	702.0	83.0	3096.0	2525.0	1700.0	386.0	11.0	1000.0	215.0	137.0	0.0	37.0	9.0	0.0	41.0	9.0	16.0	45.0	0.0	44.0	18.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612482	111.0	2295.0	867.0	58.0	4393.0	1526.0	2226.0	399.0	9.0	1195.0	295.0	167.0	7.0	21.0	5.0	0.0	72.0	13.0	10.0	31.0	3.0	25.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612483	218.0	2806.0	3669.0	192.0	6031.0	14197.0	5919.0	2386.0	67.0	3465.0	345.0	1101.0	72.0	266.0	11.0	30.0	119.0	51.0	26.0	965.0	38.0	226.0	162.0	0.0	0.0	0.0	50.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612484	112.0	4653.0	3390.0	468.0	8417.0	7628.0	3197.0	842.0	0.0	3368.0	417.0	618.0	8.0	121.0	3.0	25.0	13.0	46.0	14.0	403.0	7.0	118.0	74.0	0.0	0.0	3.0	12.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612485	333.0	2643.0	2882.0	282.0	4145.0	11652.0	4670.0	2172.0	39.0	2355.0	367.0	771.0	26.0	628.0	0.0	26.0	17.0	23.0	40.0	397.0	50.0	336.0	146.0	0.0	0.0	0.0	11.0	0.0	4.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612486	101.0	2302.0	1371.0	218.0	4383.0	3471.0	2488.0	417.0	21.0	1952.0	393.0	314.0	20.0	52.0	9.0	0.0	41.0	70.0	27.0	198.0	4.0	115.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612487	225.0	1578.0	64.0	5.0	34.0	651.0	22179.0	4096.0	31.0	5025.0	1036.0	496.0	18.0	263.0	289.0	0.0	14.0	573.0	3.0	0.0	9.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612488	654.0	709.0	1009.0	111.0	1930.0	4337.0	3324.0	1714.0	35.0	1631.0	619.0	636.0	66.0	281.0	19.0	23.0	194.0	14.0	37.0	252.0	30.0	161.0	27.0	0.0	0.0	0.0	56.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
SRR9612489	762.0	1709.0	1553.0	158.0	2370.0	6375.0	4139.0	3673.0	30.0	2944.0	880.0	741.0	76.0	460.0	11.0	70.0	39.0	39.0	51.0	434.0	27.0	242.0	68.0	0.0	0.0	0.0	76.0	17.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	8.0	0.0	0.0	44.0	0.0	0.0	2.0	0.0	0.0	10.0	0.0	0.0	0.0
SRR9612490	18.0	780.0	70.0	25.0	45.0	556.0	5474.0	1721.0	13.0	4458.0	762.0	298.0	0.0	14.0	0.0	0.0	0.0	4304.0	0.0	0.0	0.0	4.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612491	2576.0	3870.0	19.0	4.0	68.0	229.0	4400.0	1195.0	0.0	1168.0	427.0	80.0	17.0	25.0	5.0	0.0	18.0	418.0	0.0	5.0	0.0	4.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612492	264.0	1660.0	1782.0	154.0	3264.0	7976.0	4980.0	1987.0	36.0	2317.0	720.0	639.0	46.0	130.0	22.0	15.0	44.0	28.0	61.0	539.0	57.0	353.0	77.0	0.0	2.0	0.0	7.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612493	41.0	3011.0	701.0	120.0	5090.0	5103.0	3359.0	1041.0	77.0	1326.0	527.0	296.0	5.0	40.0	11.0	0.0	26.0	13.0	12.0	145.0	0.0	18.0	32.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612494	985.0	1805.0	1550.0	174.0	2884.0	7774.0	4558.0	3784.0	48.0	2950.0	1206.0	956.0	113.0	437.0	30.0	67.0	77.0	44.0	50.0	335.0	28.0	180.0	46.0	0.0	0.0	0.0	85.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	3.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0
SRR9612495	668.0	1643.0	1495.0	247.0	3400.0	8413.0	6583.0	2655.0	104.0	2678.0	1187.0	817.0	93.0	359.0	50.0	25.0	104.0	25.0	53.0	264.0	80.0	324.0	98.0	0.0	0.0	0.0	38.0	38.0	0.0	0.0	9.0	35.0	17.0	0.0	0.0	0.0	2.0	3.0	20.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0
SRR9612496	191.0	1506.0	2408.0	222.0	3903.0	9607.0	5758.0	1998.0	58.0	1988.0	652.0	1117.0	47.0	496.0	0.0	0.0	19.0	75.0	18.0	373.0	20.0	266.0	67.0	0.0	0.0	4.0	9.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	4.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612497	41.0	2201.0	1421.0	160.0	4423.0	6282.0	3440.0	638.0	45.0	1465.0	377.0	370.0	8.0	43.0	0.0	0.0	19.0	23.0	23.0	197.0	6.0	41.0	73.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612498	45.0	2247.0	1288.0	175.0	3391.0	6599.0	3227.0	780.0	31.0	1531.0	408.0	339.0	0.0	47.0	4.0	0.0	185.0	30.0	19.0	223.0	0.0	39.0	57.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612499	285.0	2394.0	1463.0	168.0	3844.0	7298.0	5366.0	1933.0	54.0	1957.0	608.0	700.0	33.0	380.0	0.0	8.0	40.0	50.0	16.0	485.0	22.0	407.0	117.0	0.0	0.0	0.0	5.0	0.0	0.0	2.0	5.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612500	136.0	272.0	37.0	7.0	37.0	344.0	1183.0	14087.0	20.0	548.0	221.0	68.0	0.0	42.0	5.0	0.0	11.0	48.0	0.0	0.0	7.0	2.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612501	150.0	143.0	7.0	0.0	0.0	290.0	1048.0	17874.0	39.0	673.0	260.0	68.0	12.0	50.0	21.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	4.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612502	52.0	2427.0	1274.0	170.0	3897.0	6092.0	3392.0	983.0	42.0	1850.0	462.0	418.0	3.0	0.0	0.0	0.0	22.0	40.0	9.0	249.0	9.0	80.0	61.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612503	64.0	1221.0	676.0	197.0	2975.0	4433.0	2867.0	573.0	13.0	762.0	380.0	358.0	0.0	34.0	0.0	0.0	47.0	34.0	20.0	109.0	7.0	52.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612505	15.0	10729.0	12.0	0.0	19.0	84.0	643.0	905.0	37.0	648.0	102.0	28.0	0.0	0.0	0.0	0.0	0.0	47.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612506	719.0	1035.0	41.0	33.0	0.0	610.0	1579.0	14065.0	33.0	1705.0	520.0	157.0	0.0	61.0	68.0	0.0	7.0	73.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0
SRR9612508	74.0	9069.0	44.0	0.0	74.0	222.0	912.0	1051.0	0.0	646.0	198.0	47.0	0.0	0.0	0.0	0.0	0.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612509	11.0	12585.0	0.0	2.0	36.0	174.0	1805.0	1424.0	14.0	1784.0	123.0	54.0	5.0	4.0	0.0	0.0	0.0	139.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612512	37.0	1265.0	1349.0	218.0	2206.0	3215.0	2411.0	522.0	87.0	1256.0	346.0	524.0	11.0	30.0	0.0	0.0	27.0	12.0	8.0	279.0	14.0	107.0	38.0	0.0	3.0	0.0	15.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612515	109.0	1262.0	1618.0	228.0	3164.0	5114.0	3488.0	1020.0	74.0	1801.0	719.0	818.0	15.0	59.0	5.0	27.0	669.0	58.0	16.0	323.0	16.0	84.0	90.0	0.0	0.0	0.0	22.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	3.0	8.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0
SRR9612516	170.0	1215.0	1159.0	90.0	2186.0	3181.0	3030.0	639.0	84.0	1081.0	403.0	502.0	11.0	22.0	0.0	4.0	291.0	14.0	0.0	167.0	0.0	90.0	51.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612517	97.0	1097.0	1260.0	175.0	2933.0	5444.0	3132.0	1134.0	83.0	1508.0	571.0	653.0	7.0	72.0	0.0	0.0	34.0	48.0	10.0	254.0	23.0	100.0	88.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612518	125.0	954.0	1164.0	146.0	2593.0	3745.0	3606.0	952.0	72.0	1251.0	517.0	398.0	12.0	44.0	0.0	16.0	309.0	52.0	11.0	282.0	19.0	60.0	54.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612519	140.0	445.0	6.0	0.0	4.0	60.0	6895.0	1097.0	135.0	1062.0	506.0	64.0	0.0	22.0	7.0	0.0	4.0	243.0	3.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612521	450.0	1418.0	1928.0	304.0	3532.0	6860.0	5074.0	3892.0	28.0	2560.0	507.0	659.0	111.0	319.0	6.0	0.0	12.0	66.0	26.0	583.0	12.0	335.0	217.0	5.0	0.0	0.0	16.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
SRR9612522	177.0	1100.0	1014.0	179.0	3107.0	5541.0	6026.0	2292.0	8.0	1566.0	596.0	594.0	68.0	324.0	5.0	0.0	47.0	41.0	15.0	325.0	19.0	195.0	114.0	8.0	0.0	3.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612523	148.0	1278.0	10.0	6.0	25.0	268.0	5283.0	3531.0	16.0	2317.0	1143.0	143.0	0.0	142.0	66.0	0.0	4.0	253.0	0.0	0.0	9.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612524	1882.0	509.0	24.0	2.0	0.0	796.0	9914.0	1177.0	7.0	1097.0	840.0	227.0	6.0	824.0	41.0	0.0	7.0	375.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612525	172.0	2778.0	64.0	16.0	74.0	305.0	4682.0	2424.0	33.0	3135.0	1193.0	333.0	6.0	17.0	0.0	0.0	19.0	1115.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612526	71.0	2265.0	46.0	10.0	32.0	253.0	9667.0	3116.0	140.0	1042.0	706.0	122.0	3.0	1019.0	29.0	0.0	0.0	436.0	0.0	7.0	39.0	3.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612527	56.0	2605.0	72.0	10.0	56.0	660.0	17399.0	754.0	25.0	2231.0	1400.0	1213.0	0.0	36.0	27.0	0.0	0.0	299.0	0.0	2.0	12.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612528	85.0	366.0	31.0	2.0	0.0	324.0	3537.0	4553.0	12.0	1649.0	364.0	128.0	28.0	291.0	29.0	0.0	0.0	170.0	0.0	5.0	20.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612529	998.0	2010.0	1683.0	441.0	4995.0	6536.0	8679.0	2660.0	127.0	3355.0	1926.0	1420.0	12.0	354.0	0.0	6.0	709.0	276.0	37.0	529.0	116.0	384.0	122.0	0.0	0.0	0.0	21.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612530	461.0	2767.0	3355.0	516.0	5666.0	9782.0	8348.0	3351.0	93.0	3997.0	1394.0	1280.0	45.0	796.0	34.0	24.0	149.0	96.0	83.0	981.0	55.0	737.0	195.0	0.0	0.0	0.0	22.0	7.0	0.0	10.0	0.0	0.0	0.0	0.0	83.0	5.0	0.0	0.0	15.0	0.0	16.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612531	165.0	4160.0	3447.0	547.0	9548.0	8611.0	6420.0	3686.0	86.0	5713.0	1711.0	1108.0	33.0	305.0	51.0	27.0	91.0	163.0	21.0	321.0	169.0	413.0	108.0	0.0	0.0	0.0	13.0	4.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	9.0	2.0	4.0	0.0	0.0	0.0	0.0	0.0
SRR9612532	175.0	3478.0	3037.0	457.0	7191.0	9733.0	9968.0	3572.0	122.0	3407.0	1412.0	1061.0	48.0	320.0	7.0	0.0	16.0	53.0	63.0	954.0	167.0	644.0	262.0	3.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	17.0	9.0	0.0	0.0	22.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612541	177.0	3408.0	5037.0	431.0	8330.0	10917.0	11332.0	2416.0	159.0	4021.0	1083.0	2275.0	33.0	161.0	2.0	0.0	580.0	52.0	67.0	1039.0	57.0	309.0	134.0	0.0	0.0	0.0	28.0	0.0	3.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612542	248.0	3765.0	5484.0	540.0	10366.0	13347.0	13742.0	2792.0	219.0	4384.0	1201.0	2278.0	84.0	636.0	18.0	53.0	178.0	266.0	54.0	766.0	58.0	248.0	217.0	0.0	0.0	5.0	30.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	5.0	6.0	0.0	0.0	11.0	11.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0
SRR9612543	52.0	1587.0	2380.0	224.0	3067.0	7392.0	5064.0	1868.0	35.0	2080.0	617.0	661.0	27.0	303.0	17.0	0.0	37.0	63.0	52.0	497.0	22.0	441.0	83.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612544	12.0	15522.0	298.0	21.0	43.0	1245.0	12258.0	1858.0	38.0	4171.0	3276.0	398.0	2.0	61.0	36.0	0.0	6.0	869.0	0.0	0.0	90.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612545	239.0	1165.0	2181.0	227.0	2867.0	8244.0	4907.0	2758.0	31.0	3396.0	620.0	1020.0	46.0	437.0	35.0	0.0	39.0	80.0	31.0	568.0	8.0	367.0	205.0	8.0	0.0	0.0	25.0	13.0	0.0	0.0	0.0	0.0	4.0	0.0	3.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612546	173.0	1641.0	96.0	7.0	47.0	763.0	4731.0	6505.0	30.0	4493.0	601.0	348.0	19.0	1144.0	33.0	0.0	9.0	379.0	0.0	14.0	14.0	6.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612547	3.0	3506.0	88.0	3.0	15.0	263.0	6374.0	1465.0	61.0	1723.0	452.0	170.0	8.0	0.0	2.0	0.0	0.0	891.0	0.0	0.0	56.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612548	112.0	2359.0	2348.0	581.0	5088.0	9169.0	8249.0	1933.0	116.0	2925.0	1175.0	1087.0	24.0	192.0	24.0	0.0	184.0	191.0	10.0	883.0	62.0	428.0	80.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	21.0	4.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612549	134.0	2226.0	144.0	10.0	43.0	598.0	4692.0	3517.0	65.0	2670.0	1874.0	219.0	11.0	32.0	50.0	0.0	14.0	681.0	0.0	0.0	406.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612550	521.0	1427.0	1900.0	306.0	2954.0	7185.0	5818.0	1876.0	22.0	2096.0	752.0	1040.0	29.0	444.0	10.0	31.0	36.0	69.0	41.0	851.0	84.0	487.0	90.0	0.0	0.0	0.0	21.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	11.0	0.0	11.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0
SRR9612551	207.0	1515.0	2261.0	287.0	4643.0	8807.0	6642.0	3382.0	84.0	3905.0	625.0	981.0	75.0	552.0	8.0	44.0	40.0	105.0	53.0	606.0	32.0	213.0	554.0	2.0	6.0	0.0	31.0	19.0	5.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612552	414.0	1883.0	828.0	118.0	2204.0	2923.0	4255.0	2954.0	60.0	2362.0	734.0	439.0	86.0	312.0	48.0	0.0	59.0	38.0	14.0	214.0	32.0	100.0	48.0	0.0	3.0	0.0	32.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612553	518.0	2655.0	640.0	42.0	2254.0	2729.0	3892.0	3278.0	78.0	1923.0	755.0	368.0	53.0	260.0	31.0	14.0	21.0	19.0	22.0	149.0	60.0	128.0	60.0	0.0	0.0	0.0	9.0	21.0	0.0	0.0	10.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	4.0	7.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
SRR9612554	146.0	2779.0	1068.0	42.0	2299.0	4003.0	4829.0	1908.0	120.0	2223.0	712.0	546.0	33.0	135.0	0.0	0.0	6.0	49.0	21.0	304.0	14.0	274.0	48.0	0.0	0.0	0.0	25.0	0.0	9.0	2.0	5.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612555	383.0	6560.0	1099.0	104.0	4152.0	2098.0	3199.0	589.0	15.0	2182.0	393.0	428.0	3.0	26.0	0.0	0.0	30.0	29.0	19.0	64.0	3.0	26.0	12.0	0.0	0.0	0.0	4.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9612556	65.0	1885.0	1960.0	375.0	4286.0	7888.0	6975.0	1578.0	105.0	1878.0	1122.0	462.0	13.0	137.0	65.0	0.0	0.0	65.0	90.0	815.0	90.0	469.0	96.0	0.0	4.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	5.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
