#SampleID	StudyID	StudyName	Treatment	Host	HostSpecific	RootCompartment	Inoculum	Primers
SRR9612398	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612399	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Control	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612400	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612401	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Endosphere	Not available for this type of experiment	515F,806R
SRR9612402	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Control	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612403	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612404	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Control	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612405	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Control	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612406	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Endosphere	Not available for this type of experiment	515F,806R
SRR9612407	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Control	BOP clade	Oryza sativa	Endosphere	Not available for this type of experiment	515F,806R
SRR9612408	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Endosphere	Not available for this type of experiment	515F,806R
SRR9612409	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Control	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612410	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Endosphere	Not available for this type of experiment	515F,806R
SRR9612411	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Endosphere	Not available for this type of experiment	515F,806R
SRR9612412	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Control	BOP clade	Oryza sativa	Endosphere	Not available for this type of experiment	515F,806R
SRR9612413	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612414	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Control	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612415	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Endosphere	Not available for this type of experiment	515F,806R
SRR9612417	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Control	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612418	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612419	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612420	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Control	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612421	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Endosphere	Not available for this type of experiment	515F,806R
SRR9612422	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612423	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Control	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612426	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Endosphere	Not available for this type of experiment	515F,806R
SRR9612428	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Endosphere	Not available for this type of experiment	515F,806R
SRR9612429	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Endosphere	Not available for this type of experiment	515F,806R
SRR9612433	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612434	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Control	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612435	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612436	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612440	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Control	BOP clade	Oryza sativa	Endosphere	Not available for this type of experiment	515F,806R
SRR9612442	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612444	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Control	BOP clade	Oryza sativa	Endosphere	Not available for this type of experiment	515F,806R
SRR9612445	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Control	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612448	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612449	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Endosphere	Not available for this type of experiment	515F,806R
SRR9612450	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Control	BOP clade	Oryza sativa	Endosphere	Not available for this type of experiment	515F,806R
SRR9612451	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Control	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612452	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612455	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Endosphere	Not available for this type of experiment	515F,806R
SRR9612456	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Control	BOP clade	Oryza sativa	Endosphere	Not available for this type of experiment	515F,806R
SRR9612457	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612458	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612461	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Control	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612462	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Endosphere	Not available for this type of experiment	515F,806R
SRR9612463	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Control	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612464	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612465	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612466	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612467	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Control	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612468	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612470	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Endosphere	Not available for this type of experiment	515F,806R
SRR9612471	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Control	BOP clade	Oryza sativa	Endosphere	Not available for this type of experiment	515F,806R
SRR9612472	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Endosphere	Not available for this type of experiment	515F,806R
SRR9612473	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Control	BOP clade	Oryza sativa	Endosphere	Not available for this type of experiment	515F,806R
SRR9612474	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Endosphere	Not available for this type of experiment	515F,806R
SRR9612475	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Endosphere	Not available for this type of experiment	515F,806R
SRR9612476	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Control	BOP clade	Oryza sativa	Endosphere	Not available for this type of experiment	515F,806R
SRR9612477	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Control	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612478	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612479	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612480	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Control	BOP clade	Oryza sativa	Endosphere	Not available for this type of experiment	515F,806R
SRR9612481	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612482	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612483	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Control	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612484	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612485	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Control	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612486	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612487	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Control	BOP clade	Oryza sativa	Endosphere	Not available for this type of experiment	515F,806R
SRR9612488	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Control	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612489	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Control	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612490	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Endosphere	Not available for this type of experiment	515F,806R
SRR9612491	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Endosphere	Not available for this type of experiment	515F,806R
SRR9612492	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Control	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612493	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612494	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Control	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612495	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Control	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612496	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612497	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612498	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612499	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Control	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612500	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Control	BOP clade	Oryza sativa	Endosphere	Not available for this type of experiment	515F,806R
SRR9612501	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Control	BOP clade	Oryza sativa	Endosphere	Not available for this type of experiment	515F,806R
SRR9612502	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612503	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612505	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Endosphere	Not available for this type of experiment	515F,806R
SRR9612506	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Control	BOP clade	Oryza sativa	Endosphere	Not available for this type of experiment	515F,806R
SRR9612508	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Endosphere	Not available for this type of experiment	515F,806R
SRR9612509	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Endosphere	Not available for this type of experiment	515F,806R
SRR9612512	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Control	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612515	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Control	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612516	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612517	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612518	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612519	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Endosphere	Not available for this type of experiment	515F,806R
SRR9612521	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Control	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612522	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612523	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Endosphere	Not available for this type of experiment	515F,806R
SRR9612524	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Endosphere	Not available for this type of experiment	515F,806R
SRR9612525	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Endosphere	Not available for this type of experiment	515F,806R
SRR9612526	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Control	BOP clade	Oryza sativa	Endosphere	Not available for this type of experiment	515F,806R
SRR9612527	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Endosphere	Not available for this type of experiment	515F,806R
SRR9612528	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Control	BOP clade	Oryza sativa	Endosphere	Not available for this type of experiment	515F,806R
SRR9612529	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612530	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Control	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612531	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612532	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Control	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612541	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612542	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612543	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612544	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Control	BOP clade	Oryza sativa	Endosphere	Not available for this type of experiment	515F,806R
SRR9612545	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612546	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Control	BOP clade	Oryza sativa	Endosphere	Not available for this type of experiment	515F,806R
SRR9612547	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Endosphere	Not available for this type of experiment	515F,806R
SRR9612548	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612549	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Endosphere	Not available for this type of experiment	515F,806R
SRR9612550	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612551	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Control	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612552	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Control	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612553	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Control	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612554	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Control	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612555	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612556	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Control	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612557	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Endosphere	Not available for this type of experiment	515F,806R
SRR9612558	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Control	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612559	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Control	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612560	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612561	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Control	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612562	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Endosphere	Not available for this type of experiment	515F,806R
SRR9612563	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Control	BOP clade	Oryza sativa	Endosphere	Not available for this type of experiment	515F,806R
SRR9612564	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Endosphere	Not available for this type of experiment	515F,806R
SRR9612565	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Control	BOP clade	Oryza sativa	Endosphere	Not available for this type of experiment	515F,806R
SRR9612566	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612567	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612568	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Control	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612569	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612570	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Endosphere	Not available for this type of experiment	515F,806R
SRR9612571	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Control	BOP clade	Oryza sativa	Endosphere	Not available for this type of experiment	515F,806R
SRR9612572	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Control	BOP clade	Oryza sativa	Endosphere	Not available for this type of experiment	515F,806R
SRR9612575	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Endosphere	Not available for this type of experiment	515F,806R
SRR9612576	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Endosphere	Not available for this type of experiment	515F,806R
SRR9612578	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612579	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Control	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612580	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612581	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Control	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612582	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Endosphere	Not available for this type of experiment	515F,806R
SRR9612583	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Control	BOP clade	Oryza sativa	Endosphere	Not available for this type of experiment	515F,806R
SRR9612584	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Endosphere	Not available for this type of experiment	515F,806R
SRR9612585	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Control	BOP clade	Oryza sativa	Endosphere	Not available for this type of experiment	515F,806R
SRR9612586	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Endosphere	Not available for this type of experiment	515F,806R
SRR9612587	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Endosphere	Not available for this type of experiment	515F,806R
SRR9612588	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Control	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612589	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612590	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Control	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612591	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612594	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612596	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Control	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612597	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612599	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Control	BOP clade	Oryza sativa	Endosphere	Not available for this type of experiment	515F,806R
SRR9612600	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Control	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612601	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612602	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612603	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Control	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612604	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612605	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Control	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612606	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Control	BOP clade	Oryza sativa	Endosphere	Not available for this type of experiment	515F,806R
SRR9612607	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Endosphere	Not available for this type of experiment	515F,806R
SRR9612609	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Endosphere	Not available for this type of experiment	515F,806R
SRR9612610	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Control	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612611	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612616	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Control	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612617	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Control	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612618	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Control	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612619	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Control	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612620	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Control	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612621	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
SRR9612622	santos-medellin2021prolonged	Santos-Medellín et al. (2021)	Drought	BOP clade	Oryza sativa	Rhizosphere	Not available for this type of experiment	515F,806R
