#SampleID	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria	d__Bacteria;p__Bacteroidota;c__Bacteroidia	d__Bacteria;p__Desulfobacterota;c__uncultured	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae	d__Bacteria;p__Firmicutes;c__Clostridia	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia	d__Bacteria;p__Actinobacteriota;c__Actinobacteria	d__Bacteria;p__Firmicutes;c__Bacilli	d__Bacteria;p__Acidobacteriota;c__Subgroup_5	d__Bacteria;p__Abditibacteriota;c__Abditibacteria	d__Bacteria;p__Myxococcota;c__Polyangia	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae	d__Bacteria;p__Actinobacteriota;c__Rubrobacteria	d__Bacteria;p__Chloroflexi;c__KD4-96	d__Bacteria;p__Bdellovibrionota;c__Oligoflexia	d__Bacteria;p__Myxococcota;c__Myxococcia	d__Bacteria;p__Planctomycetota;c__vadinHA49	d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia	d__Bacteria;p__Acidobacteriota;c__Blastocatellia	d__Bacteria;p__Chloroflexi;c__Ktedonobacteria	d__Bacteria;p__Dependentiae;c__Babeliae	d__Bacteria;p__Armatimonadota;c__uncultured	d__Bacteria;p__Armatimonadota;c__Armatimonadia	d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia	d__Bacteria;p__Elusimicrobiota;c__Lineage_IIa	d__Bacteria;p__Bacteroidota;c__Ignavibacteria	d__Bacteria;p__NB1-j;c__NB1-j	d__Bacteria;p__Planctomycetota;c__Phycisphaerae	d__Bacteria;p__Elusimicrobiota;c__Lineage_IIb	d__Bacteria;p__Chloroflexi;c__Chloroflexia	d__Bacteria;p__Bacteroidota;c__Kapabacteria	d__Bacteria;p__Acidobacteriota;c__Holophagae	d__Bacteria;p__Gemmatimonadota;c__BD2-11_terrestrial_group	d__Bacteria;p__Campylobacterota;c__Campylobacteria	d__Bacteria;p__Fibrobacterota;c__Fibrobacteria	d__Bacteria;p__Nitrospirota;c__Nitrospiria	d__Bacteria;p__SAR324_clade(Marine_group_B);c__SAR324_clade(Marine_group_B)	d__Bacteria;p__Firmicutes;c__Desulfitobacteriia	d__Bacteria;p__Verrucomicrobiota;c__Chlamydiae	d__Bacteria;p__Acidobacteriota;c__Subgroup_22	d__Bacteria;p__Cyanobacteria;c__Sericytochromatia	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria	d__Bacteria;p__Myxococcota;c__bacteriap25	d__Bacteria;p__Chloroflexi;c__AD3	d__Bacteria;p__FCPU426;c__FCPU426	d__Bacteria;p__Chloroflexi;c__Anaerolineae	d__Bacteria;p__Gemmatimonadota;c__S0134_terrestrial_group	d__Bacteria;p__MBNT15;c__MBNT15	d__Bacteria;p__Gemmatimonadota;c__Longimicrobia	d__Bacteria;p__Entotheonellaeota;c__Entotheonellia	d__Bacteria;p__Latescibacterota;c__Latescibacterota	d__Bacteria;p__Elusimicrobiota;c__Lineage_IIc	d__Bacteria;p__Chloroflexi;c__JG30-KF-CM66	d__Bacteria;p__Deinococcota;c__Deinococci	d__Bacteria;p__Actinobacteriota;c__MB-A2-108	d__Bacteria;p__Patescibacteria;c__Berkelbacteria	d__Bacteria;p__Armatimonadota;c__Chthonomonadetes	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia	d__Bacteria;p__Planctomycetota;c__Planctomycetes	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia	d__Bacteria;p__Chloroflexi;c__OLB14	d__Bacteria;p__Acidobacteriota;c__Subgroup_25	d__Bacteria;p__Armatimonadota;c__Fimbriimonadia	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae	d__Bacteria;p__Chloroflexi;c__Dehalococcoidia	d__Bacteria;p__Firmicutes;c__Symbiobacteriia	d__Bacteria;p__Patescibacteria;c__Saccharimonadia	d__Bacteria;p__Chloroflexi;c__Gitt-GS-136	d__Bacteria;p__WPS-2;c__WPS-2	d__Bacteria;p__Bacteroidota;c__Rhodothermia	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia	d__Bacteria;p__Firmicutes;c__Negativicutes
SRR21723064	894.0	2756.0	383.0	0.0	1714.0	1948.0	80.0	2651.0	2539.0	1523.0	0.0	17.0	62.0	64.0	77.0	37.0	0.0	10.0	68.0	0.0	26.0	143.0	0.0	33.0	25.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	53.0	0.0	4.0	0.0	0.0	2.0	0.0	28.0	0.0	0.0	6.0	0.0	3.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723065	773.0	2358.0	133.0	0.0	923.0	2022.0	11.0	4037.0	1861.0	2993.0	11.0	8.0	70.0	4.0	72.0	38.0	0.0	11.0	21.0	0.0	0.0	283.0	0.0	26.0	48.0	0.0	6.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	20.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723066	968.0	2075.0	408.0	0.0	1224.0	422.0	34.0	4920.0	3081.0	1774.0	0.0	8.0	59.0	5.0	22.0	174.0	4.0	8.0	28.0	0.0	0.0	533.0	3.0	11.0	13.0	0.0	0.0	8.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	73.0	0.0	0.0	2.0	0.0	0.0	0.0	73.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723067	1113.0	3347.0	489.0	0.0	2184.0	2633.0	27.0	3616.0	3348.0	2091.0	0.0	9.0	72.0	36.0	118.0	18.0	3.0	45.0	73.0	0.0	0.0	203.0	0.0	73.0	24.0	0.0	5.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	43.0	0.0	0.0	2.0	0.0	2.0	4.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723068	1026.0	3869.0	567.0	0.0	1886.0	2096.0	51.0	3403.0	3483.0	1847.0	3.0	20.0	155.0	29.0	107.0	25.0	0.0	12.0	28.0	2.0	6.0	194.0	0.0	46.0	42.0	0.0	5.0	3.0	3.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	2.0	45.0	0.0	2.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723070	1354.0	3935.0	499.0	0.0	2328.0	1719.0	100.0	4151.0	4274.0	1371.0	12.0	19.0	154.0	128.0	102.0	66.0	0.0	71.0	34.0	0.0	14.0	358.0	0.0	75.0	24.0	0.0	8.0	0.0	15.0	0.0	0.0	6.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	44.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	2.0	0.0	17.0	10.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723071	730.0	2808.0	522.0	0.0	1393.0	1797.0	0.0	3813.0	2392.0	2896.0	0.0	17.0	86.0	0.0	51.0	9.0	0.0	8.0	49.0	0.0	0.0	220.0	0.0	26.0	44.0	0.0	0.0	10.0	7.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723072	893.0	2898.0	373.0	0.0	1165.0	2255.0	22.0	3871.0	1859.0	2876.0	0.0	6.0	118.0	11.0	86.0	36.0	0.0	32.0	40.0	2.0	0.0	183.0	0.0	29.0	44.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.0	0.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723073	1081.0	2322.0	200.0	0.0	1425.0	1778.0	37.0	4268.0	1712.0	2770.0	0.0	4.0	106.0	0.0	103.0	13.0	0.0	6.0	37.0	2.0	0.0	358.0	3.0	14.0	37.0	0.0	2.0	0.0	17.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	37.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723075	1049.0	3566.0	364.0	6.0	1819.0	2094.0	28.0	4342.0	3040.0	2410.0	0.0	11.0	147.0	5.0	183.0	28.0	0.0	25.0	83.0	0.0	0.0	279.0	5.0	39.0	59.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	3.0	0.0	0.0	0.0	4.0	44.0	0.0	0.0	3.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723076	858.0	1974.0	183.0	0.0	947.0	988.0	23.0	4994.0	2174.0	2931.0	0.0	0.0	86.0	10.0	49.0	13.0	0.0	5.0	34.0	0.0	0.0	300.0	0.0	14.0	25.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	2.0	0.0	6.0	0.0	43.0	0.0	0.0	10.0	3.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723077	1202.0	2537.0	634.0	0.0	1682.0	571.0	61.0	5781.0	2957.0	2875.0	29.0	7.0	202.0	19.0	90.0	184.0	0.0	5.0	22.0	3.0	0.0	507.0	0.0	11.0	23.0	0.0	0.0	10.0	9.0	0.0	17.0	0.0	3.0	0.0	2.0	6.0	0.0	0.0	0.0	98.0	0.0	0.0	0.0	0.0	0.0	10.0	96.0	0.0	0.0	0.0	7.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723078	607.0	2039.0	308.0	0.0	1166.0	820.0	24.0	4901.0	2380.0	3020.0	0.0	6.0	72.0	4.0	80.0	24.0	0.0	8.0	48.0	0.0	0.0	337.0	0.0	31.0	20.0	0.0	0.0	6.0	3.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0	2.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723080	316.0	2497.0	560.0	0.0	1450.0	2082.0	36.0	1312.0	3305.0	960.0	0.0	11.0	65.0	3.0	57.0	0.0	0.0	27.0	28.0	0.0	0.0	102.0	0.0	41.0	14.0	0.0	9.0	0.0	7.0	0.0	0.0	0.0	4.0	0.0	4.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723084	964.0	4297.0	1091.0	0.0	1760.0	1783.0	32.0	5599.0	3840.0	3574.0	8.0	15.0	133.0	0.0	119.0	20.0	0.0	19.0	16.0	9.0	0.0	539.0	0.0	60.0	19.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	4.0	6.0	0.0	5.0	38.0	2.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723085	743.0	2094.0	293.0	0.0	1194.0	908.0	9.0	4771.0	2675.0	2155.0	0.0	6.0	28.0	23.0	69.0	65.0	3.0	0.0	9.0	0.0	0.0	311.0	0.0	24.0	29.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	0.0	0.0	4.0	0.0	5.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723086	1024.0	3666.0	561.0	0.0	1519.0	2707.0	15.0	5986.0	3328.0	3084.0	7.0	0.0	169.0	0.0	124.0	21.0	0.0	11.0	31.0	3.0	0.0	295.0	0.0	20.0	20.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0	3.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723087	715.0	3471.0	347.0	0.0	1752.0	2370.0	11.0	6087.0	4996.0	2748.0	5.0	17.0	185.0	11.0	138.0	32.0	0.0	5.0	72.0	4.0	0.0	306.0	0.0	75.0	39.0	3.0	4.0	2.0	17.0	0.0	4.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723088	2679.0	9086.0	1056.0	16.0	4395.0	4566.0	49.0	19661.0	6978.0	8571.0	0.0	12.0	343.0	25.0	389.0	109.0	0.0	15.0	199.0	9.0	0.0	1441.0	2.0	74.0	36.0	0.0	26.0	2.0	10.0	0.0	9.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	11.0	140.0	4.0	8.0	2.0	0.0	0.0	0.0	119.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723089	803.0	2370.0	327.0	0.0	1176.0	1497.0	21.0	5635.0	2196.0	2371.0	0.0	4.0	19.0	0.0	34.0	25.0	0.0	15.0	27.0	0.0	0.0	320.0	0.0	21.0	9.0	0.0	7.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723090	1531.0	4319.0	859.0	0.0	2049.0	2564.0	37.0	8139.0	5332.0	4984.0	14.0	15.0	130.0	8.0	139.0	103.0	3.0	16.0	62.0	4.0	0.0	582.0	0.0	33.0	46.0	0.0	8.0	3.0	13.0	0.0	5.0	0.0	3.0	0.0	2.0	0.0	0.0	0.0	0.0	39.0	0.0	0.0	0.0	0.0	0.0	0.0	37.0	3.0	0.0	0.0	0.0	0.0	2.0	4.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723091	283.0	2684.0	857.0	0.0	2295.0	1327.0	10.0	1180.0	3332.0	660.0	0.0	31.0	95.0	23.0	53.0	6.0	0.0	17.0	29.0	0.0	0.0	8.0	0.0	48.0	6.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	33.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723099	671.0	2509.0	230.0	0.0	856.0	1120.0	10.0	3531.0	1539.0	2791.0	8.0	5.0	62.0	0.0	22.0	14.0	0.0	7.0	52.0	0.0	0.0	266.0	2.0	30.0	52.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0	0.0	2.0	0.0	0.0	0.0	9.0	32.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	3.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723117	678.0	1869.0	294.0	0.0	1105.0	743.0	36.0	4270.0	2577.0	2022.0	0.0	6.0	51.0	3.0	61.0	102.0	2.0	9.0	28.0	0.0	0.0	258.0	0.0	33.0	5.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	51.0	0.0	0.0	0.0	0.0	0.0	0.0	37.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723124	2146.0	20686.0	6197.0	0.0	15291.0	9100.0	35.0	10110.0	19919.0	4213.0	3.0	45.0	753.0	31.0	296.0	0.0	0.0	106.0	193.0	6.0	0.0	492.0	0.0	244.0	58.0	0.0	87.0	22.0	0.0	0.0	0.0	0.0	7.0	0.0	30.0	0.0	0.0	0.0	25.0	132.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723126	298.0	5134.0	1636.0	0.0	3216.0	1783.0	26.0	3101.0	7148.0	1351.0	0.0	7.0	14.0	25.0	16.0	0.0	0.0	23.0	48.0	0.0	6.0	101.0	0.0	62.0	31.0	0.0	7.0	6.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723127	739.0	10866.0	2022.0	0.0	5347.0	3090.0	38.0	7606.0	13563.0	1271.0	0.0	21.0	263.0	38.0	168.0	14.0	0.0	110.0	233.0	12.0	0.0	264.0	0.0	161.0	33.0	0.0	0.0	14.0	10.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	36.0	53.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723128	1042.0	8506.0	1848.0	0.0	6465.0	5364.0	12.0	5751.0	11818.0	1550.0	0.0	17.0	258.0	73.0	147.0	0.0	0.0	69.0	112.0	0.0	0.0	220.0	0.0	192.0	19.0	0.0	19.0	14.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	174.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0
SRR21723129	1353.0	14074.0	2963.0	0.0	8786.0	3349.0	26.0	8766.0	15279.0	1758.0	0.0	41.0	416.0	121.0	231.0	5.0	0.0	74.0	185.0	17.0	0.0	335.0	0.0	133.0	28.0	0.0	37.0	55.0	11.0	0.0	0.0	0.0	9.0	0.0	10.0	0.0	0.0	0.0	99.0	41.0	0.0	0.0	0.0	0.0	14.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723130	920.0	8009.0	2823.0	0.0	6135.0	1013.0	2.0	2398.0	10651.0	834.0	0.0	39.0	317.0	46.0	151.0	6.0	0.0	38.0	107.0	0.0	0.0	111.0	0.0	93.0	5.0	0.0	12.0	32.0	2.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	17.0	18.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723131	676.0	7165.0	2379.0	0.0	6211.0	3647.0	14.0	3889.0	10884.0	1919.0	4.0	19.0	149.0	0.0	87.0	32.0	0.0	28.0	69.0	0.0	0.0	210.0	0.0	134.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723132	1112.0	12381.0	2085.0	0.0	6518.0	3876.0	85.0	8311.0	15038.0	1362.0	0.0	36.0	256.0	33.0	207.0	0.0	0.0	40.0	189.0	7.0	0.0	322.0	0.0	144.0	34.0	0.0	3.0	22.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	102.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	10.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723133	788.0	8503.0	2482.0	0.0	5773.0	2972.0	39.0	5009.0	9915.0	919.0	0.0	12.0	304.0	12.0	200.0	7.0	0.0	52.0	78.0	3.0	2.0	112.0	0.0	96.0	16.0	0.0	27.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	23.0	58.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723134	1425.0	9276.0	2611.0	0.0	7562.0	2726.0	0.0	6499.0	14018.0	2218.0	0.0	42.0	2.0	38.0	44.0	89.0	0.0	40.0	47.0	0.0	0.0	390.0	0.0	162.0	30.0	0.0	8.0	25.0	5.0	0.0	0.0	0.0	5.0	0.0	2.0	4.0	0.0	0.0	0.0	92.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723135	940.0	10365.0	1781.0	0.0	5870.0	2750.0	71.0	5790.0	13015.0	1163.0	0.0	19.0	191.0	92.0	224.0	0.0	0.0	19.0	167.0	13.0	0.0	278.0	0.0	144.0	30.0	0.0	5.0	27.0	2.0	0.0	0.0	0.0	10.0	2.0	3.0	0.0	0.0	0.0	55.0	55.0	0.0	0.0	0.0	0.0	19.0	0.0	5.0	0.0	0.0	0.0	9.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723136	4977.0	23247.0	5771.0	0.0	14776.0	9399.0	63.0	20378.0	30606.0	8383.0	5.0	29.0	640.0	406.0	593.0	261.0	0.0	103.0	230.0	0.0	0.0	1450.0	0.0	296.0	136.0	0.0	24.0	10.0	43.0	0.0	0.0	0.0	5.0	0.0	14.0	4.0	0.0	0.0	0.0	368.0	4.0	0.0	4.0	0.0	2.0	0.0	65.0	0.0	0.0	25.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723137	1152.0	5850.0	1093.0	0.0	6403.0	3490.0	22.0	4849.0	12422.0	2224.0	0.0	0.0	149.0	68.0	12.0	48.0	0.0	7.0	113.0	0.0	0.0	229.0	0.0	104.0	28.0	0.0	5.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
